File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF435HLB	fastq	reads	ENCSR767LLP	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/RBFOX2-human/				RBFOX2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-02-11	ENCODE				2	1	101		paired-ended	2	ENCFF040CTS		3387084336	Brenton Graveley, UConn	082580c387ddd5d9089104850b0082d9	SRA:SRR4422220	https://www.encodeproject.org/files/ENCFF435HLB/@@download/ENCFF435HLB.fastq.gz			Illumina HiSeq 2500	/files/ENCFF105YHI/, /files/ENCFF602GIQ/	released	s3://encode-public/2016/01/23/0e7ba131-2961-498a-82ab-a512fa8ed957/ENCFF435HLB.fastq.gz				
ENCFF508QNI	fastq	reads	ENCSR767LLP	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/RBFOX2-human/				RBFOX2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-02-11	ENCODE				1	1	101		paired-ended	2	ENCFF201PEI		3936860738	Brenton Graveley, UConn	eaf42743b870ee3f7cc1e779d2c61e96	SRA:SRR4422221	https://www.encodeproject.org/files/ENCFF508QNI/@@download/ENCFF508QNI.fastq.gz			Illumina HiSeq 2500	/files/ENCFF105YHI/, /files/ENCFF602GIQ/	released	s3://encode-public/2016/01/23/4bf21077-ce20-4ef6-8b82-393365e46516/ENCFF508QNI.fastq.gz				
ENCFF211BVG	fastq	reads	ENCSR693MZJ	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1	100		paired-ended	1	ENCFF054WCD		2799398969	Brenton Graveley, UConn	c43cab4dc69a54843e38650f926eab30	SRA:SRR4422141	https://www.encodeproject.org/files/ENCFF211BVG/@@download/ENCFF211BVG.fastq.gz			Illumina HiSeq 2000	/files/ENCFF701KJC/, /files/ENCFF711JSH/	released	s3://encode-public/2015/08/12/ea9a8250-3260-4c25-8c49-a882e41f8fb9/ENCFF211BVG.fastq.gz				
ENCFF409YPZ	fastq	reads	ENCSR693MZJ	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1	100		paired-ended	1	ENCFF116HMG		2471732559	Brenton Graveley, UConn	0ba7e125571d6ca89c1e4bf924429e22	SRA:SRR4422142	https://www.encodeproject.org/files/ENCFF409YPZ/@@download/ENCFF409YPZ.fastq.gz			Illumina HiSeq 2000	/files/ENCFF701KJC/, /files/ENCFF711JSH/	released	s3://encode-public/2015/08/12/16c7f19f-b348-4437-a8f6-5a6b2d08e8fd/ENCFF409YPZ.fastq.gz				
ENCFF054WCD	fastq	reads	ENCSR693MZJ	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1	100		paired-ended	2	ENCFF211BVG		2603513976	Brenton Graveley, UConn	99aad6752ad5e05196f38e4196e232f3	SRA:SRR4422141	https://www.encodeproject.org/files/ENCFF054WCD/@@download/ENCFF054WCD.fastq.gz			Illumina HiSeq 2000	/files/ENCFF603JIF/, /files/ENCFF941XAQ/	released	s3://encode-public/2015/08/12/c4ae4334-dfeb-4e51-ae73-8aa8598f702f/ENCFF054WCD.fastq.gz				
ENCFF116HMG	fastq	reads	ENCSR693MZJ	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1	100		paired-ended	2	ENCFF409YPZ		2302371357	Brenton Graveley, UConn	6d4b3dc00d709d4827ab223f77e8aff0	SRA:SRR4422142	https://www.encodeproject.org/files/ENCFF116HMG/@@download/ENCFF116HMG.fastq.gz			Illumina HiSeq 2000	/files/ENCFF603JIF/, /files/ENCFF941XAQ/	released	s3://encode-public/2015/08/12/ea4250df-f3cf-457e-bdf8-da56d98be614/ENCFF116HMG.fastq.gz				
ENCFF786LGW	fastq	reads	ENCSR182DAW	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPA1-human/				HNRNPA1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1	100		paired-ended	1	ENCFF096PID		2386392653	Brenton Graveley, UConn	dc5ec780c2501795e05456d03b0fea4c	SRA:SRR4421445	https://www.encodeproject.org/files/ENCFF786LGW/@@download/ENCFF786LGW.fastq.gz			Illumina HiSeq 2000	/files/ENCFF701KJC/, /files/ENCFF711JSH/	released	s3://encode-public/2015/08/12/fd076faa-1edb-4860-b884-7f356e6fa7d7/ENCFF786LGW.fastq.gz				
ENCFF196EOX	fastq	reads	ENCSR182DAW	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPA1-human/				HNRNPA1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1	100		paired-ended	1	ENCFF068KKI		2026336780	Brenton Graveley, UConn	24b8a428e10f202c420891738be2496d	SRA:SRR4421446	https://www.encodeproject.org/files/ENCFF196EOX/@@download/ENCFF196EOX.fastq.gz			Illumina HiSeq 2000	/files/ENCFF701KJC/, /files/ENCFF711JSH/	released	s3://encode-public/2015/08/12/e61bbb49-e6d5-4152-a4ad-173079e2dbce/ENCFF196EOX.fastq.gz				
ENCFF068KKI	fastq	reads	ENCSR182DAW	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPA1-human/				HNRNPA1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1	100		paired-ended	2	ENCFF196EOX		1882402243	Brenton Graveley, UConn	69e7579679b407b216e7b85e728056c2	SRA:SRR4421446	https://www.encodeproject.org/files/ENCFF068KKI/@@download/ENCFF068KKI.fastq.gz			Illumina HiSeq 2000	/files/ENCFF603JIF/, /files/ENCFF941XAQ/	released	s3://encode-public/2015/08/12/977094de-2bad-49d9-9b7e-71b598444125/ENCFF068KKI.fastq.gz				
ENCFF096PID	fastq	reads	ENCSR182DAW	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPA1-human/				HNRNPA1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1	100		paired-ended	2	ENCFF786LGW		2218416235	Brenton Graveley, UConn	b4efb0d205740b0c9eb29902ca330952	SRA:SRR4421445	https://www.encodeproject.org/files/ENCFF096PID/@@download/ENCFF096PID.fastq.gz			Illumina HiSeq 2000	/files/ENCFF603JIF/, /files/ENCFF941XAQ/	released	s3://encode-public/2015/08/12/08366793-8de5-41be-b6a4-b2b1c299aac0/ENCFF096PID.fastq.gz				
ENCFF844XSA	fastq	reads	ENCSR047VPW	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/FAM120A-human/				FAM120A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				1	1	100		paired-ended	1	ENCFF327PBI		2107667841	Brenton Graveley, UConn	9f86080f7c2475ae729be1a57db50d9c	SRA:SRR4422634	https://www.encodeproject.org/files/ENCFF844XSA/@@download/ENCFF844XSA.fastq.gz			Illumina HiSeq 2000	/files/ENCFF793WXG/	released	s3://encode-public/2014/12/13/55d9dc63-150d-478e-97fd-b8c584feff75/ENCFF844XSA.fastq.gz				
ENCFF845TFX	fastq	reads	ENCSR047VPW	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/FAM120A-human/				FAM120A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				2	1	100		paired-ended	1	ENCFF841SLY		1874761187	Brenton Graveley, UConn	1dd1d54cca61b272ead23cfb8e1332f8	SRA:SRR4422633	https://www.encodeproject.org/files/ENCFF845TFX/@@download/ENCFF845TFX.fastq.gz			Illumina HiSeq 2000	/files/ENCFF344ITC/	released	s3://encode-public/2014/12/13/5bab21dc-403f-4b14-8eb6-a37211f702e1/ENCFF845TFX.fastq.gz				
ENCFF841SLY	fastq	reads	ENCSR047VPW	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/FAM120A-human/				FAM120A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				2	1	100		paired-ended	2	ENCFF845TFX		1815795968	Brenton Graveley, UConn	a6d6ed1a98c03c7d5f2356c921c2fc9f	SRA:SRR4422633	https://www.encodeproject.org/files/ENCFF841SLY/@@download/ENCFF841SLY.fastq.gz			Illumina HiSeq 2000	/files/ENCFF314EUX/	released	s3://encode-public/2014/12/13/76ceed84-3c7f-4a6e-a7a1-e4479d0e3da6/ENCFF841SLY.fastq.gz				
ENCFF327PBI	fastq	reads	ENCSR047VPW	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/FAM120A-human/				FAM120A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				1	1	100		paired-ended	2	ENCFF844XSA		2039693090	Brenton Graveley, UConn	3f303a5a990df1b87b5d1dbf9acca8f7	SRA:SRR4422634	https://www.encodeproject.org/files/ENCFF327PBI/@@download/ENCFF327PBI.fastq.gz			Illumina HiSeq 2000	/files/ENCFF201DSF/	released	s3://encode-public/2014/12/13/0cbd149b-2dfe-481a-9269-b686e51f621c/ENCFF327PBI.fastq.gz				
ENCFF224MBX	fastq	reads	ENCSR308IKH	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPU-human/				HNRNPU-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1	100		paired-ended	1	ENCFF436HPH		2723698785	Brenton Graveley, UConn	4fcc1eb76a8738f94d767918efef52a0	SRA:SRR4421624	https://www.encodeproject.org/files/ENCFF224MBX/@@download/ENCFF224MBX.fastq.gz			Illumina HiSeq 2000	/files/ENCFF701KJC/, /files/ENCFF711JSH/	released	s3://encode-public/2015/08/12/e1a2a996-0e87-4181-956b-b079cfdde28d/ENCFF224MBX.fastq.gz				
ENCFF057KLZ	fastq	reads	ENCSR308IKH	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPU-human/				HNRNPU-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1	100		paired-ended	1	ENCFF533QHC		2321073782	Brenton Graveley, UConn	ab97f44c6b6956b596ff7f48bc596ba3	SRA:SRR4421623	https://www.encodeproject.org/files/ENCFF057KLZ/@@download/ENCFF057KLZ.fastq.gz			Illumina HiSeq 2000	/files/ENCFF701KJC/, /files/ENCFF711JSH/	released	s3://encode-public/2015/08/12/37816a04-7282-4196-94a8-19c308447a0f/ENCFF057KLZ.fastq.gz				
ENCFF533QHC	fastq	reads	ENCSR308IKH	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPU-human/				HNRNPU-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1	100		paired-ended	2	ENCFF057KLZ		2179113810	Brenton Graveley, UConn	5d1a45e71da3a113e32e265d856fb9ac	SRA:SRR4421623	https://www.encodeproject.org/files/ENCFF533QHC/@@download/ENCFF533QHC.fastq.gz			Illumina HiSeq 2000	/files/ENCFF603JIF/, /files/ENCFF941XAQ/	released	s3://encode-public/2015/08/12/59075698-4da5-4bb4-9f17-cbcbcb495b6a/ENCFF533QHC.fastq.gz				
ENCFF436HPH	fastq	reads	ENCSR308IKH	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/HNRNPU-human/				HNRNPU-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1	100		paired-ended	2	ENCFF224MBX		2534452267	Brenton Graveley, UConn	8f59ed3155ff41a688f19efb54dc8a1d	SRA:SRR4421624	https://www.encodeproject.org/files/ENCFF436HPH/@@download/ENCFF436HPH.fastq.gz			Illumina HiSeq 2000	/files/ENCFF603JIF/, /files/ENCFF941XAQ/	released	s3://encode-public/2015/08/12/ad88d93d-1ed7-4d9d-9b3f-f3d079711fa3/ENCFF436HPH.fastq.gz				
ENCFF353TCN	fastq	reads	ENCSR147ZBD	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/DDX6-human/				DDX6-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-10-16	ENCODE				2	1	100		paired-ended	2	ENCFF897ZIG		3874639620	Brenton Graveley, UConn	32fadf2c9a96a143db223d94d0d19e85	SRA:SRR3469417	https://www.encodeproject.org/files/ENCFF353TCN/@@download/ENCFF353TCN.fastq.gz			Illumina HiSeq 2000	/files/ENCFF200OMG/	released	s3://encode-public/2014/09/29/775c221a-ce65-4032-b2fc-e58dd855edd1/ENCFF353TCN.fastq.gz				
ENCFF897ZIG	fastq	reads	ENCSR147ZBD	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/DDX6-human/				DDX6-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-10-16	ENCODE				2	1	100		paired-ended	1	ENCFF353TCN		3814684346	Brenton Graveley, UConn	76875bc405477913737d3c74c4eeb6ad	SRA:SRR3469417	https://www.encodeproject.org/files/ENCFF897ZIG/@@download/ENCFF897ZIG.fastq.gz			Illumina HiSeq 2000	/files/ENCFF619LUS/	released	s3://encode-public/2014/09/29/54677fc6-34d2-420e-a99c-b0d486c04594/ENCFF897ZIG.fastq.gz				
