File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF760FBT	fastq	reads	ENCSR300QFQ	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/TRIM56-human/				TRIM56-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1	1	100		paired-ended	2	ENCFF959BUP		1849581361	Brenton Graveley, UConn	222bb6b25600eadda7ba2a5faa9e6452	SRA:SRR4421609	https://www.encodeproject.org/files/ENCFF760FBT/@@download/ENCFF760FBT.fastq.gz			Illumina HiSeq 2000	/files/ENCFF023EZN/, /files/ENCFF464MHZ/	released	s3://encode-public/2015/08/14/3277580e-e297-4e41-b45d-8a4ba7a02d3f/ENCFF760FBT.fastq.gz				
ENCFF711JIW	fastq	reads	ENCSR300QFQ	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/TRIM56-human/				TRIM56-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2	1	100		paired-ended	2	ENCFF915WOP		2523903447	Brenton Graveley, UConn	218a2e57eb97800b3a4f602e2f034b56	SRA:SRR4421608	https://www.encodeproject.org/files/ENCFF711JIW/@@download/ENCFF711JIW.fastq.gz			Illumina HiSeq 2000	/files/ENCFF023EZN/, /files/ENCFF464MHZ/	released	s3://encode-public/2015/08/14/e2280adf-87b2-4aa3-8103-50abfaf3cb3e/ENCFF711JIW.fastq.gz				
ENCFF661CVY	fastq	reads	ENCSR874ZLI	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/CCDC124-human/				CCDC124-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-06-30	ENCODE				2	1	100		paired-ended	1	ENCFF914DSS		4210455286	Brenton Graveley, UConn	ee2fbbaba549c68ca6448a1e9220d4b0	SRA:SRR4422410	https://www.encodeproject.org/files/ENCFF661CVY/@@download/ENCFF661CVY.fastq.gz			Illumina HiSeq 2500	/files/ENCFF160WAF/, /files/ENCFF496RXN/	released	s3://encode-public/2016/05/26/c2298ac0-890b-4f3c-98d9-e9d6b148cd2f/ENCFF661CVY.fastq.gz				
ENCFF839KNW	fastq	reads	ENCSR874ZLI	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/CCDC124-human/				CCDC124-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-06-30	ENCODE				1	1	100		paired-ended	2	ENCFF647LIH		3852514151	Brenton Graveley, UConn	35e99669163c96a60c5d86a47dc27cff	SRA:SRR4422409	https://www.encodeproject.org/files/ENCFF839KNW/@@download/ENCFF839KNW.fastq.gz			Illumina HiSeq 2500	/files/ENCFF682YLE/, /files/ENCFF865MIT/	released	s3://encode-public/2016/05/26/d9c25b8a-b759-40d8-b46c-7a012986fabd/ENCFF839KNW.fastq.gz				
ENCFF647LIH	fastq	reads	ENCSR874ZLI	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/CCDC124-human/				CCDC124-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-06-30	ENCODE				1	1	100		paired-ended	1	ENCFF839KNW		3836005226	Brenton Graveley, UConn	f5bd3983f715630fba574caabdfd351b	SRA:SRR4422409	https://www.encodeproject.org/files/ENCFF647LIH/@@download/ENCFF647LIH.fastq.gz			Illumina HiSeq 2500	/files/ENCFF160WAF/, /files/ENCFF496RXN/	released	s3://encode-public/2016/05/26/a5b64c83-aadd-4b4f-922f-26574deaa22e/ENCFF647LIH.fastq.gz				
ENCFF914DSS	fastq	reads	ENCSR874ZLI	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/CCDC124-human/				CCDC124-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-06-30	ENCODE				2	1	100		paired-ended	2	ENCFF661CVY		4244880353	Brenton Graveley, UConn	30d6fc51b9500a08865cdfc4e1696261	SRA:SRR4422410	https://www.encodeproject.org/files/ENCFF914DSS/@@download/ENCFF914DSS.fastq.gz			Illumina HiSeq 2500	/files/ENCFF682YLE/, /files/ENCFF865MIT/	released	s3://encode-public/2016/05/26/14c05fb5-3cd4-4682-8bbb-e93a127b3da8/ENCFF914DSS.fastq.gz				
ENCFF181JWY	fastq	reads	ENCSR606QIX	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/BCCIP-human/				BCCIP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				1	1	100		paired-ended	1	ENCFF616RVM		2939527651	Brenton Graveley, UConn	1988def02a615171ad7c118ece47dc17	SRA:SRR4422017	https://www.encodeproject.org/files/ENCFF181JWY/@@download/ENCFF181JWY.fastq.gz			Illumina HiSeq 2000	/files/ENCFF064AYS/	released	s3://encode-public/2014/12/11/f5b9c6be-b40a-48ce-9b43-02d4226c9ccf/ENCFF181JWY.fastq.gz				
ENCFF727UXZ	fastq	reads	ENCSR606QIX	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/BCCIP-human/				BCCIP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				2	1	100		paired-ended	1	ENCFF182DFD		2528199984	Brenton Graveley, UConn	dcae85c9485d4499c7fa3f14b57afa31	SRA:SRR4422018	https://www.encodeproject.org/files/ENCFF727UXZ/@@download/ENCFF727UXZ.fastq.gz			Illumina HiSeq 2000	/files/ENCFF551UKL/	released	s3://encode-public/2014/12/11/8b8b440f-f329-45fe-91e4-45d882a5dce7/ENCFF727UXZ.fastq.gz				
ENCFF616RVM	fastq	reads	ENCSR606QIX	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/BCCIP-human/				BCCIP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				1	1	100		paired-ended	2	ENCFF181JWY		2762073364	Brenton Graveley, UConn	681bf8b1979ba0927e23309bc675488d	SRA:SRR4422017	https://www.encodeproject.org/files/ENCFF616RVM/@@download/ENCFF616RVM.fastq.gz			Illumina HiSeq 2000	/files/ENCFF312EMW/	released	s3://encode-public/2014/12/12/899afccc-eaee-4ec6-b6a8-b9d02b303834/ENCFF616RVM.fastq.gz				
ENCFF182DFD	fastq	reads	ENCSR606QIX	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/BCCIP-human/				BCCIP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				2	1	100		paired-ended	2	ENCFF727UXZ		2363479469	Brenton Graveley, UConn	6c79a77c6f5b30dac49e5d6fd282fce4	SRA:SRR4422018	https://www.encodeproject.org/files/ENCFF182DFD/@@download/ENCFF182DFD.fastq.gz			Illumina HiSeq 2000	/files/ENCFF769DTH/	released	s3://encode-public/2014/12/12/e0dc7bcf-4e43-4554-9676-977b7037d09a/ENCFF182DFD.fastq.gz				
ENCFF998UXZ	fastq	reads	ENCSR945GUR	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/NAA15-human/				NAA15-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-06-30	ENCODE				1	1	100		paired-ended	1	ENCFF711XQW		2631970902	Brenton Graveley, UConn	4fe41277c69e2bbf256558acfcffc601	SRA:SRR4422499	https://www.encodeproject.org/files/ENCFF998UXZ/@@download/ENCFF998UXZ.fastq.gz			Illumina HiSeq 2500	/files/ENCFF160WAF/, /files/ENCFF496RXN/	released	s3://encode-public/2016/05/26/df302212-de0b-42f9-a262-5410410b7c3a/ENCFF998UXZ.fastq.gz				
ENCFF711XQW	fastq	reads	ENCSR945GUR	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/NAA15-human/				NAA15-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-06-30	ENCODE				1	1	100		paired-ended	2	ENCFF998UXZ		2612478168	Brenton Graveley, UConn	b941e75420f38c335746a028bb438db5	SRA:SRR4422499	https://www.encodeproject.org/files/ENCFF711XQW/@@download/ENCFF711XQW.fastq.gz			Illumina HiSeq 2500	/files/ENCFF682YLE/, /files/ENCFF865MIT/	released	s3://encode-public/2016/05/26/54c08b5f-774c-4860-b3f0-68d4ee6c72f9/ENCFF711XQW.fastq.gz				
ENCFF710FTJ	fastq	reads	ENCSR945GUR	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/NAA15-human/				NAA15-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-06-30	ENCODE				2	1	100		paired-ended	1	ENCFF578TNR		2997201327	Brenton Graveley, UConn	0ef340058ffa8efbee546d5d1ff6e050	SRA:SRR4422500	https://www.encodeproject.org/files/ENCFF710FTJ/@@download/ENCFF710FTJ.fastq.gz			Illumina HiSeq 2500	/files/ENCFF160WAF/, /files/ENCFF496RXN/	released	s3://encode-public/2016/05/26/7cd40408-0086-4578-8575-08390d6b4a52/ENCFF710FTJ.fastq.gz				
ENCFF578TNR	fastq	reads	ENCSR945GUR	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/NAA15-human/				NAA15-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-06-30	ENCODE				2	1	100		paired-ended	2	ENCFF710FTJ		2942096503	Brenton Graveley, UConn	9f8ac55709fd89dcc51ddebd63efc5d6	SRA:SRR4422500	https://www.encodeproject.org/files/ENCFF578TNR/@@download/ENCFF578TNR.fastq.gz			Illumina HiSeq 2500	/files/ENCFF682YLE/, /files/ENCFF865MIT/	released	s3://encode-public/2016/05/26/40b12877-f432-46ab-ad32-7807e27ae580/ENCFF578TNR.fastq.gz				
ENCFF168QLG	fastq	reads	ENCSR954HAY	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/SART3-human/				SART3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-01-12	ENCODE				1	1	100		paired-ended	2	ENCFF610JSB		4589417986	Brenton Graveley, UConn	bcd683d9812564dfc3bd9e49043d2a26	SRA:SRR4422515	https://www.encodeproject.org/files/ENCFF168QLG/@@download/ENCFF168QLG.fastq.gz			Illumina HiSeq 2000	/files/ENCFF111AWS/, /files/ENCFF561NSL/	released	s3://encode-public/2015/12/08/01a97c56-191a-4567-a48c-de36117d57ee/ENCFF168QLG.fastq.gz				
ENCFF517FBY	fastq	reads	ENCSR954HAY	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/SART3-human/				SART3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-01-12	ENCODE				2	1	100		paired-ended	1	ENCFF043UGU		5102932938	Brenton Graveley, UConn	ebe13d47fe1fc9934686616a9ca269b4	SRA:SRR4422514	https://www.encodeproject.org/files/ENCFF517FBY/@@download/ENCFF517FBY.fastq.gz			Illumina HiSeq 2000	/files/ENCFF447KSW/, /files/ENCFF497HLJ/	released	s3://encode-public/2015/12/08/be2f9c6b-73a6-4a73-9717-dd837c3bd317/ENCFF517FBY.fastq.gz				
ENCFF043UGU	fastq	reads	ENCSR954HAY	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/SART3-human/				SART3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-01-12	ENCODE				2	1	100		paired-ended	2	ENCFF517FBY		4988366510	Brenton Graveley, UConn	ce2259f877725bda3076b7e9e5febda3	SRA:SRR4422514	https://www.encodeproject.org/files/ENCFF043UGU/@@download/ENCFF043UGU.fastq.gz			Illumina HiSeq 2000	/files/ENCFF111AWS/, /files/ENCFF561NSL/	released	s3://encode-public/2015/12/08/e9d523f4-202a-4834-b3fd-caeea6bd8289/ENCFF043UGU.fastq.gz				
ENCFF610JSB	fastq	reads	ENCSR954HAY	shRNA knockdown followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	/targets/SART3-human/				SART3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2016-01-12	ENCODE				1	1	100		paired-ended	1	ENCFF168QLG		4667008416	Brenton Graveley, UConn	80fc3796291cb1a0dbb1421af0290b67	SRA:SRR4422515	https://www.encodeproject.org/files/ENCFF610JSB/@@download/ENCFF610JSB.fastq.gz			Illumina HiSeq 2000	/files/ENCFF447KSW/, /files/ENCFF497HLJ/	released	s3://encode-public/2015/12/08/b54a2371-eefe-47fc-b284-b0951a2c0f59/ENCFF610JSB.fastq.gz				
ENCFF133KFL	fastq	reads	ENCSR471GIS	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/RRP9-human/				RRP9-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				1	1	100		paired-ended	1	ENCFF963BLJ		2061815708	Brenton Graveley, UConn	94a144226c243cf7217b49b1a13205f5	SRA:SRR4421835	https://www.encodeproject.org/files/ENCFF133KFL/@@download/ENCFF133KFL.fastq.gz			Illumina HiSeq 2000	/files/ENCFF385GEX/	released	s3://encode-public/2014/12/13/3cb0c9ca-9700-475d-86ea-7438593cd881/ENCFF133KFL.fastq.gz				
ENCFF891FZS	fastq	reads	ENCSR471GIS	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/RRP9-human/				RRP9-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				2	1	100		paired-ended	1	ENCFF664VXC		1969424528	Brenton Graveley, UConn	53d206a52ba0497baa8062ae983e5f41	SRA:SRR4421834	https://www.encodeproject.org/files/ENCFF891FZS/@@download/ENCFF891FZS.fastq.gz			Illumina HiSeq 2000	/files/ENCFF403CZA/	released	s3://encode-public/2014/12/13/74cc9a4b-a21a-4631-978b-5491efc5d94e/ENCFF891FZS.fastq.gz				
ENCFF664VXC	fastq	reads	ENCSR471GIS	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/RRP9-human/				RRP9-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				2	1	100		paired-ended	2	ENCFF891FZS		1907499310	Brenton Graveley, UConn	c083b538bd4719b91eda1cb78937d4ee	SRA:SRR4421834	https://www.encodeproject.org/files/ENCFF664VXC/@@download/ENCFF664VXC.fastq.gz			Illumina HiSeq 2000	/files/ENCFF278TEH/	released	s3://encode-public/2014/12/13/18fb70ad-dfb2-479d-b75a-ff6f287d2354/ENCFF664VXC.fastq.gz				
ENCFF963BLJ	fastq	reads	ENCSR471GIS	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/RRP9-human/				RRP9-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2014-12-17	ENCODE				1	1	100		paired-ended	2	ENCFF133KFL		1997512335	Brenton Graveley, UConn	a2f3883df839387457ef390f54ba4e68	SRA:SRR4421835	https://www.encodeproject.org/files/ENCFF963BLJ/@@download/ENCFF963BLJ.fastq.gz			Illumina HiSeq 2000	/files/ENCFF922CDR/	released	s3://encode-public/2014/12/13/6d7af28b-65da-4a58-8d7d-9024bdf71748/ENCFF963BLJ.fastq.gz				
ENCFF145NIK	fastq	reads	ENCSR606PVX	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/RBM5-human/				RBM5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2017-01-09	ENCODE				1	1	100		paired-ended	1	ENCFF514CDT		1172462374	Brenton Graveley, UConn	7aed9d855ac1943e796de1e68019f7ad		https://www.encodeproject.org/files/ENCFF145NIK/@@download/ENCFF145NIK.fastq.gz			Illumina HiSeq 2500	/files/ENCFF460YOT/, /files/ENCFF737CSN/	released	s3://encode-public/2016/12/12/62cdd178-6c58-4232-a1e5-98b0987ad31d/ENCFF145NIK.fastq.gz				
ENCFF972IWN	fastq	reads	ENCSR606PVX	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/RBM5-human/				RBM5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2017-01-09	ENCODE				2	1	100		paired-ended	1	ENCFF467NYT		1418426257	Brenton Graveley, UConn	166fdc2e349ca4302a487b6ee779c644		https://www.encodeproject.org/files/ENCFF972IWN/@@download/ENCFF972IWN.fastq.gz			Illumina HiSeq 2500	/files/ENCFF460YOT/, /files/ENCFF737CSN/	released	s3://encode-public/2016/12/12/678d1378-94f0-4315-bcc4-6a266ce654e3/ENCFF972IWN.fastq.gz				
