ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10020	"ENSG00000258125.1"	"RP11-1041F24.1"	chr12	+	92073907	92074145	92073907	92074070	92074566	92074650	10020	111,138	1,0	73,53	1,0	173	99	0.4492081486	1.0	0.985,1.0	0.977,1.0	0.004
10021	"ENSG00000142751.10"	"GPN2"	chr1	-	27216088	27216223	27216176	27216223	27215459	27215616	10021	0,3	7,113	0,0	47,41	186	99	0.391730552278	1.0	0.0,0.014	0.0,0.0	0.007
10022	"ENSG00000068120.10"	"COASY"	chr17	+	40715978	40716193	40715978	40716136	40716463	40716595	10022	187,235	0,0	155,134	1,0	155	99	1	1.0	1.0,1.0	0.99,1.0	0.005
10023	"ENSG00000144362.7"	"PHOSPHO2"	chr2	+	170550980	170551251	170550980	170551132	170551724	170551757	10023	1,6	8,8	8,6	10,7	197	99	0.382846766456	1.0	0.059,0.274	0.287,0.301	-0.127
10024	"ENSG00000144362.7"	"PHOSPHO2"	chr2	+	170550980	170551132	170550980	170551032	170551724	170551757	10024	13,14	0,3	12,8	2,1	197	99	0.729417984139	1.0	1.0,0.701	0.751,0.801	0.075
10025	"ENSG00000144362.7"	"PHOSPHO2"	chr2	+	170550980	170551251	170550980	170551032	170551724	170551757	10025	4,9	0,3	8,5	2,1	197	99	0.707687369494	1.0	1.0,0.601	0.668,0.715	0.109
10027	"ENSG00000170037.9"	"CNTROB"	chr17	+	7851804	7852003	7851804	7851937	7852402	7852475	10027	9,8	28,24	12,5	27,17	164	99	0.682317794263	1.0	0.163,0.168	0.212,0.151	-0.016
10028	"ENSG00000170037.9"	"CNTROB"	chr17	+	7847440	7847956	7847440	7847566	7849045	7849304	10028	30,34	0,2	32,16	1,0	197	99	0.495037798173	1.0	1.0,0.895	0.941,1.0	-0.023
10030	"ENSG00000178821.8"	"TMEM52"	chr1	-	1850331	1850527	1850483	1850527	1849691	1849870	10030	0,0	1,1	1,1	1,1	197	99	1	1.0	0.0,0.0	0.334,0.334	-0.334
10033	"ENSG00000135596.13"	"MICAL1"	chr6	-	109773188	109773322	109773223	109773322	109772802	109772903	10033	0,2	0,3	0,1	0,0	133	99	1	1.0	NA,0.332	NA,1.0	-0.668
10035	"ENSG00000241973.6"	"PI4KA"	chr22	-	21153887	21154054	21153958	21154054	21153380	21153564	10035	9,2	172,113	4,3	149,107	169	99	0.573990963441	1.0	0.03,0.01	0.015,0.016	0.005
10037	"ENSG00000241973.6"	"PI4KA"	chr22	-	21119819	21119981	21119872	21119981	21119387	21119524	10037	4,5	138,90	2,2	124,91	151	99	0.306500025324	1.0	0.019,0.035	0.01,0.014	0.015
10039	"ENSG00000241973.6"	"PI4KA"	chr22	-	21071987	21072132	21071995	21072132	21068915	21068988	10039	0,0	56,326	1,0	199,177	106	99	1	1.0	0.0,0.0	0.005,0.0	-0.003
1003	"ENSG00000170791.13"	"CHCHD7"	chr8	+	57125320	57125468	57125320	57125448	57127156	57127226	1003	42,24	24,16	30,25	20,15	118	99	0.88923742707	1.0	0.595,0.557	0.557,0.583	0.006
10040	"ENSG00000241973.6"	"PI4KA"	chr22	-	21115591	21115674	21115640	21115674	21107433	21107468	10040	152,114	20,7	109,88	13,11	147	99	0.518589879956	1.0	0.837,0.916	0.85,0.843	0.03
10041	"ENSG00000241973.6"	"PI4KA"	chr22	-	21161624	21161746	21161649	21161746	21159261	21159453	10041	0,2	213,142	1,0	203,169	123	99	0.917495594471	1.0	0.0,0.011	0.004,0.0	0.003
10046	"ENSG00000131795.8"	"RBM8A"	chr1	+	145508915	145509052	145508915	145509042	145509165	145513536	10046	332,343	0,2	283,262	2,1	108	99	1	1.0	1.0,0.994	0.992,0.996	0.003
10047	"ENSG00000131795.8"	"RBM8A"	chr1	+	145508015	145508284	145508015	145508075	145508474	145508611	10047	1448,947	23,1	1047,900	11,8	197	99	0.973641887264	1.0	0.969,0.998	0.98,0.983	0.002
10050	"ENSG00000172840.2"	"PDP2"	chr16	+	66914451	66914684	66914451	66914567	66918133	66918273	10050	0,4	0,6	0,0	1,1	197	99	1	1.0	NA,0.251	0.0,0.0	0.251
10054	"ENSG00000005700.10"	"IBTK"	chr6	-	82900789	82901596	82901503	82901596	82891595	82891745	10054	7,124	1,0	54,50	0,0	197	99	0.229388911998	1.0	0.779,1.0	1.0,1.0	-0.111
10059	"ENSG00000112742.5"	"TTK"	chr6	+	80721150	80721305	80721150	80721265	80721445	80721518	10059	0,4	22,248	2,3	64,89	138	99	0.218619787626	1.0	0.0,0.011	0.022,0.024	-0.018
10064	"ENSG00000075856.7"	"SART3"	chr12	-	108932709	108932865	108932720	108932865	108931840	108931979	10064	80,67	3,1	67,55	2,1	109	99	0.97554310456	1.0	0.96,0.984	0.968,0.98	-0.002
10066	"ENSG00000075856.7"	"SART3"	chr12	-	108931840	108931979	108931850	108931979	108931263	108931371	10066	96,85	7,3	94,81	2,1	108	99	0.124568582545	1.0	0.926,0.963	0.977,0.987	-0.037
10068	"ENSG00000151150.16"	"ANK3"	chr10	-	61840294	61840376	61840330	61840376	61827692	61827767	10068	22,12	0,3	16,14	0,0	134	99	1	1.0	1.0,0.747	1.0,1.0	-0.127
10069	"ENSG00000186017.10"	"ZNF566"	chr19	-	36980375	36980463	36980387	36980463	36967450	36967518	10069	0,4	7,1	2,2	5,3	110	99	0.210420998334	1.0	0.0,0.783	0.265,0.375	0.072
10071	"ENSG00000187997.7"	"C17orf99"	chr17	+	76157120	76157335	76157120	76157284	76160213	76160445	10071	58,25	0,1	44,36	1,1	149	99	0.701154918184	1.0	1.0,0.943	0.967,0.96	0.008
10073	"ENSG00000169972.7"	"PUSL1"	chr1	+	1246271	1246464	1246271	1246451	1246709	1247057	10073	0,2	2,63	0,0	22,33	111	99	0.575309866756	1.0	0.0,0.028	0.0,0.0	0.014
10074	"ENSG00000206195.6"	"AP000525.9"	chr22	-	16190680	16190791	16190726	16190791	16189263	16189411	10074	2,9	0,8	5,4	1,1	144	99	0.520078082601	1.0	1.0,0.436	0.775,0.733	-0.036
10079	"ENSG00000030066.9"	"NUP160"	chr11	-	47814290	47814498	47814337	47814498	47813481	47813542	10079	1,0	138,89	0,0	101,89	145	99	1	1.0	0.005,0.0	0.0,0.0	0.003
10080	"ENSG00000030066.9"	"NUP160"	chr11	-	47834418	47834599	47834433	47834599	47833853	47833981	10080	1,4	216,199	8,5	212,205	113	99	0.0989407352117	1.0	0.004,0.017	0.032,0.021	-0.016
10081	"ENSG00000112972.10"	"HMGCS1"	chr5	-	43292841	43293026	43292949	43293026	43292575	43292739	10081	0,1	559,805	0,0	453,543	197	99	1	1.0	0.0,0.001	0.0,0.0	0.001
10083	"ENSG00000150753.7"	"CCT5"	chr5	+	10261671	10261857	10261671	10261807	10262592	10262730	10083	1982,2190	0,1	2042,1806	2,1	148	99	1	1.0	1.0,0.999	0.999,0.999	0.001
10084	"ENSG00000150753.7"	"CCT5"	chr5	+	10263245	10263426	10263245	10263371	10264767	10266524	10084	1437,1119	0,4	1204,1104	1,0	153	99	1	1.0	1.0,0.995	0.999,1.0	-0.002
10085	"ENSG00000176225.8"	"RTTN"	chr18	-	67732992	67733158	67733064	67733158	67727085	67727278	10085	1,1	21,32	1,1	24,18	170	99	0.77582819158	1.0	0.027,0.018	0.024,0.031	-0.005
10086	"ENSG00000197989.9"	"SNHG12"	chr1	-	28907605	28907741	28907622	28907741	28907071	28907158	10086	16,7	92,100	24,18	110,88	115	99	0.0634239615883	1.0	0.13,0.057	0.158,0.15	-0.06
10087	"ENSG00000197989.9"	"SNHG12"	chr1	-	28906423	28906493	28906453	28906493	28906044	28906099	10087	23,13	5,4	22,19	7,5	128	99	0.787970451108	1.0	0.781,0.715	0.709,0.746	0.02
1008	"ENSG00000268083.1"	"AC104534.3"	chr19	-	39321948	39322156	39321959	39322156	39321717	39321806	1008	203,218	1,1	217,167	1,0	109	99	1	1.0	0.995,0.995	0.995,1.0	-0.003
10090	"ENSG00000162433.10"	"AK4"	chr1	+	65613885	65614235	65613885	65614001	65656392	65656512	10090	7,64	1,0	25,29	0,0	197	99	0.34827792337	1.0	0.779,1.0	1.0,1.0	-0.111
10094	"ENSG00000240225.6"	"ZNF542"	chr19	+	56879507	56879829	56879507	56879589	56880234	56880305	10094	6,7	0,0	6,5	1,0	197	99	1	1.0	1.0,1.0	0.751,1.0	0.125
10098	"ENSG00000125734.9"	"GPR108"	chr19	-	6735550	6735715	6735632	6735715	6734193	6734318	10098	3,1	54,46	1,1	50,33	180	99	0.816607916512	1.0	0.03,0.012	0.011,0.016	0.007
100	"ENSG00000146830.9"	"GIGYF1"	chr7	-	100281635	100281780	100281642	100281780	100281440	100281541	100	0,1	0,44	1,0	14,12	105	99	1	1.0	NA,0.021	0.063,0.0	-0.01
10101	"ENSG00000112584.9"	"FAM120B"	chr6	+	170667313	170667508	170667313	170667406	170697374	170697581	10101	5,4	30,23	4,2	27,18	197	99	0.79242778735	1.0	0.077,0.08	0.069,0.053	0.018
10104	"ENSG00000133706.13"	"LARS"	chr5	-	145522418	145522647	145522434	145522647	145519766	145519824	10104	0,2	43,161	1,0	114,84	114	99	0.696288897218	1.0	0.0,0.011	0.008,0.0	0.001
10106	"ENSG00000133706.13"	"LARS"	chr5	-	145524186	145524272	145524225	145524272	145524034	145524100	10106	214,226	11,15	225,184	13,10	137	99	0.892951850312	1.0	0.934,0.916	0.926,0.93	-0.003
10107	"ENSG00000133706.13"	"LARS"	chr5	-	145512460	145512644	145512569	145512644	145510581	145510672	10107	268,325	0,1	319,261	2,1	197	99	0.508345468253	1.0	1.0,0.994	0.988,0.992	0.007
10108	"ENSG00000133706.13"	"LARS"	chr5	-	145529114	145529262	145529184	145529262	145524186	145524272	10108	1,1	258,238	3,2	275,238	168	99	1	1.0	0.002,0.002	0.006,0.005	-0.003
10109	"ENSG00000133706.13"	"LARS"	chr5	-	145562050	145562180	145562124	145562180	145557109	145557228	10109	485,401	5,2	443,366	5,3	172	99	0.701567199722	1.0	0.982,0.991	0.981,0.986	0.003
10111	"ENSG00000133706.13"	"LARS"	chr5	-	145562050	145562213	145562184	145562213	145557109	145557228	10111	483,394	9,2	423,365	4,3	197	99	0.564158957487	1.0	0.964,0.99	0.982,0.984	-0.006
10113	"ENSG00000092098.12"	"RNF31"	chr14	+	24617466	24617686	24617466	24617622	24617850	24617910	10113	2,2	53,22	2,2	39,29	162	99	0.895209779216	1.0	0.023,0.053	0.03,0.04	0.003
10114	"ENSG00000070770.4"	"CSNK2A2"	chr16	-	58231536	58231824	58231595	58231824	58230636	58230748	10114	143,83	3,0	123,113	1,1	157	99	0.714130185807	1.0	0.968,1.0	0.987,0.986	-0.002
10116	"ENSG00000110074.6"	"FOXRED1"	chr11	+	126145953	126146141	126145953	126146114	126146288	126146418	10116	1,0	80,71	3,2	61,55	125	99	0.103956993351	1.0	0.01,0.0	0.037,0.028	-0.028
10120	"ENSG00000162819.7"	"BROX"	chr1	+	222886929	222887119	222886929	222887009	222888486	222888611	10120	9,1	0,3	6,5	0,0	197	99	1	1.0	1.0,0.143	1.0,1.0	-0.428
10122	"ENSG00000162819.7"	"BROX"	chr1	+	222886929	222887048	222886929	222887009	222888486	222888611	10122	0,3	0,3	2,2	0,0	137	99	1	1.0	NA,0.419	1.0,1.0	-0.581
10123	"ENSG00000162819.7"	"BROX"	chr1	+	222898791	222898911	222898791	222898897	222900509	222900599	10123	0,0	26,36	1,0	34,25	112	99	0.645881721839	1.0	0.0,0.0	0.025,0.0	-0.013
10124	"ENSG00000152291.9"	"TGOLN2"	chr2	-	85554101	85554808	85554559	85554808	85553630	85553927	10124	9,12	0,1	8,10	0,0	197	99	1	1.0	1.0,0.858	1.0,1.0	-0.071
10130	"ENSG00000136875.8"	"PRPF4"	chr9	+	116052745	116052868	116052745	116052819	116052979	116053087	10130	30,135	0,0	83,78	1,1	147	99	0.384475164795	1.0	1.0,1.0	0.982,0.981	0.018
10132	"ENSG00000237441.5"	"RGL2"	chr6	-	33264374	33264553	33264454	33264553	33264190	33264241	10132	160,129	1,0	117,93	0,0	178	99	0.796303232104	1.0	0.989,1.0	1.0,1.0	-0.006
10133	"ENSG00000237441.5"	"RGL2"	chr6	-	33262753	33262822	33262772	33262822	33262464	33262539	10133	25,29	1,0	26,20	2,1	117	99	0.439410100203	1.0	0.955,1.0	0.917,0.944	0.047
10134	"ENSG00000237441.5"	"RGL2"	chr6	-	33261189	33261476	33261380	33261476	33260792	33261083	10134	115,138	0,1	28,33	0,0	197	99	0.559324480312	1.0	1.0,0.986	1.0,1.0	-0.007
10135	"ENSG00000172780.12"	"RAB43"	chr3	-	128840128	128840335	128840142	128840335	128813828	128814012	10135	6,12	0,0	7,6	1,0	112	99	1	1.0	1.0,1.0	0.861,1.0	0.07
10137	"ENSG00000198088.6"	"NUP62CL"	chrX	-	106396311	106396536	106396401	106396536	106394085	106394197	10137	0,0	37,53	1,1	26,22	188	99	0.113510723489	1.0	0.0,0.0	0.02,0.023	-0.021
10138	"ENSG00000248710.1"	"RP11-432B6.3"	chr3	-	160167471	160167617	160167504	160167617	160166513	160166583	10138	2,1	35,19	3,2	28,19	131	99	0.466782887903	1.0	0.041,0.038	0.075,0.074	-0.035
10139	"ENSG00000248710.1"	"RP11-432B6.3"	chr3	-	160167471	160167617	160167504	160167617	160156019	160156974	10139	2,3	20,21	2,1	32,19	131	99	0.389989186951	1.0	0.07,0.097	0.045,0.038	0.042
10140	"ENSG00000180035.6"	"ZNF48"	chr16	+	30407100	30407289	30407100	30407194	30408650	30409001	10140	0,2	0,2	0,0	1,0	193	99	1	1.0	NA,0.339	0.0,NA	0.339
10142	"ENSG00000088053.7"	"GP6"	chr19	-	55538945	55539230	55539145	55539230	55536585	55536639	10142	5,3	0,0	8,5	1,1	197	99	1	1.0	1.0,1.0	0.801,0.715	0.242
10143	"ENSG00000088053.7"	"GP6"	chr19	-	55527046	55527101	55527050	55527101	55525072	55526533	10143	1,0	5,5	1,0	4,3	102	99	0.775358545791	1.0	0.163,0.0	0.195,0.0	-0.016
10146	"ENSG00000138614.10"	"VWA9"	chr15	-	65899496	65899780	65899639	65899780	65897466	65897574	10146	128,128	9,9	111,90	8,5	197	99	0.893108754486	1.0	0.877,0.877	0.875,0.9	-0.01
10148	"ENSG00000134291.7"	"TMEM106C"	chr12	+	48359871	48360012	48359871	48359955	48360465	48360515	10148	56,56	23,30	60,43	25,19	155	99	0.71163383438	1.0	0.609,0.544	0.605,0.591	-0.021
10149	"ENSG00000147955.12"	"SIGMAR1"	chr9	-	34637216	34637417	34637263	34637417	34636993	34637086	10149	27,36	0,0	30,21	2,1	145	99	0.284092434844	1.0	1.0,1.0	0.911,0.935	0.077
10150	"ENSG00000049246.10"	"PER3"	chr1	+	7870497	7870648	7870497	7870627	7879344	7879480	10150	0,2	0,0	3,2	1,1	119	99	1	1.0	NA,1.0	0.714,0.625	0.331
10151	"ENSG00000104365.9"	"IKBKB"	chr8	+	42150960	42151086	42150960	42151030	42162704	42162793	10151	3,0	12,11	1,1	10,7	154	99	0.689461517145	1.0	0.138,0.0	0.06,0.084	-0.003
10153	"ENSG00000104365.9"	"IKBKB"	chr8	+	42183487	42183692	42183487	42183615	42186641	42186832	10153	1,0	21,32	1,1	17,21	175	99	0.439540716976	1.0	0.026,0.0	0.032,0.026	-0.016
10154	"ENSG00000197183.8"	"C20orf112"	chr20	-	31039250	31039376	31039299	31039376	31030861	31035619	10154	1,0	6,3	1,2	5,4	147	99	0.641906809039	1.0	0.101,0.0	0.119,0.252	-0.135
10155	"ENSG00000163938.12"	"GNL3"	chr3	+	52722124	52722222	52722124	52722208	52723089	52723222	10155	1,1	100,83	4,4	96,84	112	99	0.126030031591	1.0	0.009,0.011	0.036,0.04	-0.028
10156	"ENSG00000163938.12"	"GNL3"	chr3	+	52720031	52720218	52720031	52720071	52720784	52720843	10156	215,149	8,2	170,147	5,4	197	99	0.90145067724	1.0	0.931,0.974	0.945,0.949	0.006
10157	"ENSG00000163938.12"	"GNL3"	chr3	+	52720020	52720121	52720020	52720071	52720784	52720843	10157	625,476	8,2	543,477	5,4	148	99	0.96185730704	1.0	0.981,0.994	0.986,0.988	0.001
10158	"ENSG00000163938.12"	"GNL3"	chr3	+	52724607	52724736	52724607	52724720	52724960	52725087	10158	0,0	206,48	1,1	108,134	114	99	1	1.0	0.0,0.0	0.008,0.006	-0.007
10160	"ENSG00000184076.10"	"UQCR10"	chr22	+	30163357	30163579	30163357	30163537	30165666	30166402	10160	5,47	53,674	21,21	223,279	140	99	0.541703149204	1.0	0.063,0.047	0.062,0.051	-0.001
10161	"ENSG00000131462.3"	"TUBG1"	chr17	+	40762440	40762647	40762440	40762608	40764092	40764161	10161	4,3	144,129	3,2	165,125	137	99	0.562721735456	1.0	0.02,0.017	0.013,0.011	0.007
10162	"ENSG00000122406.8"	"RPL5"	chr1	+	93297620	93297674	93297620	93297661	93298945	93299015	10162	1766,2815	0,1	593,653	0,0	111	99	1	1.0	1.0,1.0	1.0,1.0	0.0
10163	"ENSG00000126562.12"	"WNK4"	chr17	+	40948498	40948566	40948498	40948554	40948703	40948954	10163	0,2	1,4	2,1	4,4	110	99	0.901952082523	1.0	0.0,0.31	0.31,0.184	-0.092
10164	"ENSG00000126562.12"	"WNK4"	chr17	+	40948498	40948596	40948498	40948554	40948703	40948954	10164	39,27	7,5	32,22	9,6	140	99	0.352970492261	1.0	0.798,0.792	0.715,0.722	0.077
10165	"ENSG00000126562.12"	"WNK4"	chr17	+	40948470	40948596	40948470	40948566	40948703	40948954	10165	4,26	0,1	15,15	0,0	128	99	1	1.0	1.0,0.953	1.0,1.0	-0.024
10166	"ENSG00000126562.12"	"WNK4"	chr17	+	40934775	40934948	40934775	40934898	40935954	40936175	10166	18,49	0,0	46,29	1,0	148	99	1	1.0	1.0,1.0	0.969,1.0	0.016
10167	"ENSG00000105323.12"	"HNRNPUL1"	chr19	+	41811736	41811828	41811736	41811772	41812353	41812934	10167	1,0	11,200	0,0	38,41	154	99	0.746159961929	1.0	0.055,0.0	0.0,0.0	0.028
10168	"ENSG00000105323.12"	"HNRNPUL1"	chr19	+	41770639	41770873	41770639	41770703	41774127	41774250	10168	1,0	57,66	0,0	73,81	197	99	1	1.0	0.009,0.0	0.0,0.0	0.004
10169	"ENSG00000105323.12"	"HNRNPUL1"	chr19	+	41770751	41771026	41770751	41770873	41774127	41774250	10169	11,13	1,0	24,23	0,0	197	99	1	1.0	0.847,1.0	1.0,1.0	-0.077
10170	"ENSG00000117394.15"	"SLC2A1"	chr1	-	43393275	43393479	43393285	43393479	43391051	43392912	10170	140,175	0,1	88,109	0,0	108	99	1	1.0	1.0,0.994	1.0,1.0	-0.003
10171	"ENSG00000068354.11"	"TBC1D25"	chrX	+	48399672	48399901	48399672	48399830	48403256	48403411	10171	5,0	13,1	3,2	9,7	169	99	0.787795694205	1.0	0.184,0.0	0.163,0.143	-0.061
10172	"ENSG00000092853.9"	"CLSPN"	chr1	-	36235447	36235529	36235459	36235529	36230818	36230927	10172	94,60	14,3	67,52	7,6	110	99	0.852286687762	1.0	0.858,0.947	0.896,0.886	0.011
10174	"ENSG00000108349.10"	"CASC3"	chr17	+	38323623	38323865	38323623	38323688	38324102	38324201	10174	150,212	0,2	64,78	0,0	197	99	0.603932953166	1.0	1.0,0.982	1.0,1.0	-0.009
10178	"ENSG00000196365.7"	"LONP1"	chr19	-	5711781	5712013	5711829	5712013	5708352	5708414	10178	33,177	1,1	99,90	2,2	146	99	0.43191659811	1.0	0.957,0.992	0.971,0.968	0.005
10180	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098276	73098096	73098253	73100965	73101061	10180	5,0	2,0	2,1	2,2	121	99	1	1.0	0.672,NA	0.45,0.29	0.302
10181	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098253	73098096	73098180	73100965	73101061	10181	23,13	2,0	19,13	1,1	171	99	0.912463922591	1.0	0.869,1.0	0.917,0.883	0.034
10182	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098253	73098096	73098134	73100965	73101061	10182	18,7	176,142	12,8	149,121	197	99	0.90514458437	1.0	0.049,0.024	0.039,0.032	0.001
10183	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098253	73098096	73098231	73100965	73101061	10183	3,1	17,13	4,3	13,10	120	99	0.275671999062	1.0	0.127,0.06	0.202,0.198	-0.107
10184	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098253	73100965	73101061	10184	23,2	2,0	13,10	2,2	175	99	0.451290328138	1.0	0.867,1.0	0.786,0.739	0.171
10185	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098276	73098096	73098180	73100965	73101061	10185	27,11	2,0	17,12	1,1	194	99	0.709901375772	1.0	0.873,1.0	0.897,0.86	0.058
10186	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098276	73098096	73098134	73100965	73101061	10186	21,6	182,117	11,6	133,115	197	99	0.483181594953	1.0	0.055,0.025	0.04,0.026	0.007
10187	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098276	73098096	73098231	73100965	73101061	10187	7,0	16,12	6,3	11,10	143	99	0.37312146656	1.0	0.232,0.0	0.274,0.172	-0.107
10188	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098276	73100965	73101061	10188	17,1	4,0	10,9	1,1	152	99	0.70612706917	1.0	0.735,1.0	0.867,0.854	0.007
10189	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098180	73098096	73098134	73100965	73101061	10189	2,0	179,133	1,1	144,119	144	99	1	1.0	0.008,0.0	0.005,0.006	-0.001
1018	"ENSG00000111196.5"	"MAGOHB"	chr12	-	10765238	10765577	10765413	10765577	10763220	10763279	1018	2,6	0,0	5,4	1,0	197	99	1	1.0	1.0,1.0	0.715,1.0	0.143
10190	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098231	73098096	73098180	73100965	73101061	10190	31,20	2,0	22,16	1,1	149	99	0.66835391478	1.0	0.911,1.0	0.936,0.914	0.03
10191	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098180	73100965	73101061	10191	38,14	2,0	27,17	1,1	197	99	0.729544584731	1.0	0.905,1.0	0.931,0.895	0.039
10192	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73097936	73098180	73097936	73098003	73100965	73101061	10192	2,1	9,3	2,1	4,3	197	99	0.536237049606	1.0	0.1,0.143	0.201,0.143	-0.05
10193	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098231	73098096	73098134	73100965	73101061	10193	32,21	176,142	23,16	149,121	195	99	0.597356975969	1.0	0.085,0.07	0.073,0.063	0.01
10194	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098134	73100965	73101061	10194	32,8	176,142	19,12	149,121	197	99	0.808084669258	1.0	0.084,0.028	0.06,0.047	0.003
10195	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098231	73100965	73101061	10195	23,4	17,13	16,11	13,10	197	99	0.439591680302	1.0	0.405,0.134	0.382,0.356	-0.099
10197	"ENSG00000071462.7"	"WBSCR22"	chr7	+	73108321	73108380	73108321	73108359	73111934	73112024	10197	68,540	0,1	192,243	0,0	119	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
10199	"ENSG00000123064.8"	"DDX54"	chr12	-	113618733	113618863	113618785	113618863	113617739	113617810	10199	243,145	4,2	161,144	2,2	150	99	0.901018389526	1.0	0.976,0.98	0.982,0.979	-0.002
1019	"ENSG00000239467.1"	"AC007405.6"	chr2	+	171627622	171627937	171627622	171627697	171633886	171633935	1019	25,30	3,2	18,12	4,2	197	99	0.249463210134	1.0	0.807,0.883	0.693,0.751	0.123
