ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10035	"ENSG00000000971.11"	"CFH"	chr1	+	196709748	196711181	196711004	196711181	196706604	196706790	10035	44,20	2,0	43,38	1,0	197	99	0.598610365728	1.0	0.917,1.0	0.956,1.0	-0.019
10036	"ENSG00000000971.11"	"CFH"	chr1	+	196695585	196695782	196695599	196695782	196694250	196694427	10036	2,0	53,34	1,0	34,28	112	99	0.833660291516	1.0	0.032,0.0	0.025,0.0	0.003
10037	"ENSG00000000971.11"	"CFH"	chr1	+	196658549	196658744	196658570	196658744	196654193	196654367	10037	28,58	0,0	38,31	1,1	119	99	0.337040833732	1.0	1.0,1.0	0.969,0.963	0.034
1003	"ENSG00000273154.1"	"RP4-583P15.15"	chr20	+	62364874	62365064	62364938	62365064	62364570	62364704	1003	0,1	5,43	0,0	12,12	162	99	1	1.0	0.0,0.014	0.0,0.0	0.007
10041	"ENSG00000213904.4"	"LIPE-AS1"	chr19	+	42904716	42904865	42904719	42904865	42901325	42901376	10041	1,0	0,0	0,0	1,1	101	99	1	1.0	1.0,NA	0.0,0.0	1.0
10043	"ENSG00000174547.9"	"MRPL11"	chr11	-	66204808	66204914	66204808	66204906	66205634	66205730	10043	466,517	29,28	428,358	22,16	106	99	0.478097336579	1.0	0.938,0.945	0.948,0.954	-0.009
10045	"ENSG00000105397.9"	"TYK2"	chr19	-	10472445	10472631	10472445	10472512	10472753	10472857	10045	134,189	1,4	136,103	2,2	197	99	0.800303900689	1.0	0.985,0.96	0.972,0.963	0.005
10047	"ENSG00000105397.9"	"TYK2"	chr19	-	10461727	10461838	10461727	10461819	10463109	10463227	10047	108,121	2,0	105,72	1,1	117	99	0.755179087185	1.0	0.979,1.0	0.989,0.984	0.003
10048	"ENSG00000105397.9"	"TYK2"	chr19	-	10473224	10473354	10473224	10473333	10475289	10475447	10048	3,1	57,54	1,1	35,31	119	99	0.848771879067	1.0	0.042,0.015	0.023,0.026	0.004
10049	"ENSG00000105397.9"	"TYK2"	chr19	-	10473224	10473333	10473224	10473317	10475289	10475447	10049	80,126	2,0	28,37	0,0	114	99	0.480587872366	1.0	0.972,1.0	1.0,1.0	-0.014
1004	"ENSG00000273154.1"	"RP4-583P15.15"	chr20	+	62365996	62366176	62366056	62366176	62364938	62365091	1004	1,0	31,11	1,1	22,17	158	99	0.759484862015	1.0	0.02,0.0	0.028,0.036	-0.022
10050	"ENSG00000105397.9"	"TYK2"	chr19	-	10473224	10473354	10473224	10473317	10475289	10475447	10050	75,127	2,0	14,21	0,0	135	99	0.954864690058	1.0	0.965,1.0	1.0,1.0	-0.018
10053	"ENSG00000134900.7"	"TPP2"	chr13	+	103292619	103292726	103292648	103292726	103290588	103290665	10053	63,84	2,0	54,48	0,1	127	99	0.801723361846	1.0	0.961,1.0	1.0,0.974	-0.007
10056	"ENSG00000138074.10"	"SLC5A6"	chr2	-	27427328	27427458	27427328	27427427	27427658	27427799	10056	49,68	1,2	40,33	1,0	129	99	0.658063660466	1.0	0.974,0.963	0.968,1.0	-0.016
10057	"ENSG00000138074.10"	"SLC5A6"	chr2	-	27426646	27426794	27426646	27426735	27427328	27427458	10057	0,1	23,152	2,1	64,55	157	99	0.211475396156	1.0	0.0,0.004	0.019,0.011	-0.013
10058	"ENSG00000138074.10"	"SLC5A6"	chr2	-	27426646	27426895	27426646	27426735	27427328	27427458	10058	4,0	123,76	2,2	61,62	197	99	0.427288135101	1.0	0.016,0.0	0.016,0.016	-0.008
10059	"ENSG00000138074.10"	"SLC5A6"	chr2	-	27426646	27426895	27426646	27426794	27427328	27427458	10059	0,3	0,1	1,2	0,0	197	99	1	1.0	NA,0.601	1.0,1.0	-0.399
10060	"ENSG00000138074.10"	"SLC5A6"	chr2	-	27429350	27429567	27429350	27429402	27429744	27429810	10060	1,7	7,31	3,2	23,19	197	99	0.405627087205	1.0	0.067,0.102	0.062,0.05	0.028
10062	"ENSG00000160633.8"	"SAFB"	chr19	+	5667357	5667461	5667363	5667461	5667056	5667175	10062	89,104	62,65	83,59	37,25	104	99	0.0603072676317	1.0	0.577,0.604	0.681,0.692	-0.096
10063	"ENSG00000160633.8"	"SAFB"	chr19	+	5661528	5661819	5661531	5661819	5657251	5657358	10063	31,46	57,64	37,26	51,40	101	99	0.724326470301	1.0	0.348,0.413	0.416,0.389	-0.022
10064	"ENSG00000203875.6"	"SNHG5"	chr6	-	86387512	86387593	86387512	86387586	86387671	86387750	10064	1408,1972	12,20	1834,1627	16,11	105	99	0.845400814143	1.0	0.991,0.989	0.991,0.993	-0.002
10065	"ENSG00000203875.6"	"SNHG5"	chr6	-	86386801	86386933	86386801	86386909	86387141	86387210	10065	2,0	468,180	0,0	356,439	122	99	1	1.0	0.003,0.0	0.0,0.0	0.002
10066	"ENSG00000044090.4"	"CUL7"	chr6	-	43006004	43006222	43006004	43006199	43006303	43006430	10066	77,54	0,1	63,40	2,1	121	99	0.318963007037	1.0	1.0,0.978	0.963,0.97	0.023
10067	"ENSG00000044090.4"	"CUL7"	chr6	-	43006004	43006210	43006004	43006199	43006303	43006430	10067	81,53	0,1	66,40	2,1	109	99	0.315701673166	1.0	1.0,0.98	0.968,0.973	0.02
10068	"ENSG00000044090.4"	"CUL7"	chr6	-	43006004	43006222	43006004	43006210	43006303	43006430	10068	3,2	68,49	2,2	56,32	110	99	0.855168090345	1.0	0.038,0.035	0.031,0.053	-0.005
1006	"ENSG00000147050.10"	"KDM6A"	chrX	+	44942704	44942853	44942766	44942853	44941959	44942034	1006	11,76	2,0	41,29	0,0	160	99	0.355820932074	1.0	0.773,1.0	1.0,1.0	-0.113
10070	"ENSG00000167258.9"	"CDK12"	chr17	+	37704020	37704083	37704037	37704083	37702869	37703011	10070	2,2	4,5	5,3	2,1	115	99	0.0955596181312	1.0	0.301,0.256	0.683,0.721	-0.423
10073	"ENSG00000113356.6"	"POLR3G"	chr5	+	89781341	89781501	89781351	89781501	89780845	89781087	10073	1,0	0,0	0,0	0,1	108	99	1	1.0	1.0,NA	NA,0.0	1.0
10075	"ENSG00000113356.6"	"POLR3G"	chr5	+	89807849	89807946	89807869	89807946	89802344	89802491	10075	0,3	58,69	1,1	62,66	118	99	0.772810073982	1.0	0.0,0.035	0.013,0.013	0.005
10078	"ENSG00000133731.5"	"IMPA1"	chr8	-	82592884	82593018	82592884	82593014	82593732	82593819	10078	155,197	12,5	167,129	8,6	102	99	0.991620830721	1.0	0.926,0.975	0.953,0.954	-0.003
10085	"ENSG00000081026.14"	"MAGI3"	chr1	+	114224805	114224924	114224833	114224924	114223819	114223958	10085	0,1	1,1	0,0	1,1	126	99	1	1.0	0.0,0.44	0.0,0.0	0.22
10086	"ENSG00000164587.7"	"RPS14"	chr5	-	149826364	149826526	149826364	149826438	149827147	149827298	10086	2026,16825	0,2	6756,7399	0,0	186	99	1	1.0	1.0,1.0	1.0,1.0	0.0
10087	"ENSG00000255526.2"	"NEDD8-MDP1"	chr14	-	24687338	24687446	24687338	24687421	24687589	24687637	10087	1,0	393,546	0,0	48,47	123	99	1	1.0	0.002,0.0	0.0,0.0	0.001
10088	"ENSG00000255526.2"	"NEDD8-MDP1"	chr14	-	24700857	24701073	24700857	24700943	24701455	24701491	10088	13,15	9,7	7,4	6,4	197	99	0.438042640079	1.0	0.421,0.519	0.37,0.334	0.118
1008	"ENSG00000107625.8"	"DDX50"	chr10	+	70670823	70671002	70670856	70671002	70670062	70670138	1008	146,109	0,0	142,120	1,0	131	99	1	1.0	1.0,1.0	0.991,1.0	0.004
10091	"ENSG00000084676.11"	"NCOA1"	chr2	+	24991089	24993571	24991092	24993571	24985555	24985645	10091	12,5	2,4	5,3	2,2	101	99	0.723569659702	1.0	0.855,0.551	0.71,0.595	0.051
10092	"ENSG00000135821.12"	"GLUL"	chr1	-	182354491	182354705	182354491	182354691	182354894	182355074	10092	3,5	1088,1276	5,3	1063,1000	112	99	1	1.0	0.002,0.003	0.004,0.003	-0.001
10093	"ENSG00000135821.12"	"GLUL"	chr1	-	182354894	182355046	182354894	182355022	182355390	182355537	10093	10,15	2452,2694	10,7	2101,1796	122	99	1	1.0	0.003,0.004	0.004,0.003	0.0
10094	"ENSG00000146083.7"	"RNF44"	chr5	-	175957848	175958022	175957848	175958013	175958463	175958631	10094	136,149	14,15	133,86	13,8	107	99	0.902263734953	1.0	0.9,0.902	0.904,0.909	-0.006
10095	"ENSG00000146083.7"	"RNF44"	chr5	-	175957848	175958013	175957848	175957881	175958463	175958631	10095	40,31	0,0	32,20	1,1	197	99	0.412593343559	1.0	1.0,1.0	0.941,0.91	0.075
10096	"ENSG00000146083.7"	"RNF44"	chr5	-	175957848	175958022	175957848	175957881	175958463	175958631	10096	144,152	0,0	138,91	1,1	197	99	0.240620119411	1.0	1.0,1.0	0.986,0.979	0.018
10097	"ENSG00000146083.7"	"RNF44"	chr5	-	175959004	175959133	175959004	175959130	175959366	175959517	10097	1,1	16,21	3,2	20,13	101	99	0.342995032012	1.0	0.058,0.045	0.128,0.131	-0.078
10098	"ENSG00000146083.7"	"RNF44"	chr5	-	175959004	175959194	175959004	175959133	175959366	175959517	10098	28,23	1,1	24,12	2,2	159	99	0.334609703055	1.0	0.946,0.935	0.882,0.789	0.105
10099	"ENSG00000146083.7"	"RNF44"	chr5	-	175959004	175959194	175959004	175959130	175959366	175959517	10099	30,23	16,22	26,14	20,14	162	99	0.640442406267	1.0	0.534,0.39	0.443,0.379	0.051
10101	"ENSG00000082515.12"	"MRPL22"	chr5	+	154330362	154330498	154330380	154330498	154320776	154320825	10101	4,6	309,336	4,4	280,243	116	99	1	1.0	0.011,0.015	0.012,0.014	-0.0
10102	"ENSG00000257923.5"	"CUX1"	chr7	+	101839913	101840585	101840219	101840585	101838786	101838883	10102	10,11	2,0	12,8	2,2	197	99	0.538744193687	1.0	0.715,1.0	0.751,0.668	0.148
10103	"ENSG00000257923.5"	"CUX1"	chr7	+	101821748	101821937	101821754	101821937	101813725	101813830	10103	50,48	19,16	41,29	11,7	104	99	0.391744905222	1.0	0.715,0.741	0.78,0.798	-0.061
10104	"ENSG00000235194.4"	"PPP1R3E"	chr14	-	23767501	23768126	23767501	23767756	23768609	23768750	10104	38,51	0,2	51,28	2,2	197	99	0.447816066552	1.0	1.0,0.928	0.928,0.876	0.062
10105	"ENSG00000235194.4"	"PPP1R3E"	chr14	-	23769315	23769534	23769315	23769348	23769966	23770073	10105	11,14	1,2	9,6	1,0	197	99	0.754552992694	1.0	0.847,0.779	0.819,1.0	-0.097
10106	"ENSG00000235194.4"	"PPP1R3E"	chr14	-	23769315	23769484	23769315	23769348	23769966	23770073	10106	10,12	1,2	7,5	0,0	197	99	1	1.0	0.834,0.751	1.0,1.0	-0.208
10107	"ENSG00000235194.4"	"PPP1R3E"	chr14	-	23769315	23769534	23769315	23769484	23769966	23770073	10107	37,25	0,0	30,19	1,0	148	99	1	1.0	1.0,1.0	0.953,1.0	0.024
10109	"ENSG00000154473.13"	"BUB3"	chr10	+	124914433	124914628	124914466	124914628	124913917	124914001	10109	607,424	4,1	450,364	1,1	131	99	1	1.0	0.991,0.997	0.997,0.996	-0.002
10112	"ENSG00000182504.6"	"CEP97"	chr3	+	101447657	101447781	101447679	101447781	101446226	101446385	10112	0,3	10,10	1,1	10,7	120	99	0.607580362783	1.0	0.0,0.198	0.076,0.105	0.009
10113	"ENSG00000182504.6"	"CEP97"	chr3	+	101476477	101477267	101476654	101477267	101475906	101476040	10113	11,13	0,0	13,8	1,1	197	99	1	1.0	1.0,1.0	0.867,0.801	0.166
10114	"ENSG00000131370.11"	"SH3BP5"	chr3	-	15345609	15345806	15345609	15345738	15372010	15372073	10114	0,0	115,84	1,1	89,71	166	99	1	1.0	0.0,0.0	0.007,0.008	-0.007
10115	"ENSG00000131370.11"	"SH3BP5"	chr3	-	15300337	15300557	15300337	15300527	15301267	15301310	10115	164,154	3,0	127,88	2,1	128	99	0.557895411116	1.0	0.977,1.0	0.98,0.986	0.005
10117	"ENSG00000115368.5"	"WDR75"	chr2	+	190339359	190339534	190339442	190339534	190338911	190339058	10117	0,0	202,103	1,0	188,144	181	99	1	1.0	0.0,0.0	0.003,0.0	-0.002
10119	"ENSG00000115368.5"	"WDR75"	chr2	+	190334801	190334971	190334848	190334971	190334069	190334165	10119	108,100	2,0	110,87	1,1	145	99	0.92114618867	1.0	0.974,1.0	0.987,0.983	0.002
1011	"ENSG00000203995.5"	"ZYG11A"	chr1	+	53343353	53343515	53343444	53343515	53333398	53333449	1011	7,19	0,1	13,11	1,1	189	99	0.584052524847	1.0	1.0,0.909	0.872,0.852	0.093
10120	"ENSG00000115368.5"	"WDR75"	chr2	+	190313970	190315694	190315628	190315694	190313104	190313234	10120	12,2	230,153	7,5	185,158	197	99	1	1.0	0.026,0.007	0.019,0.016	-0.001
10121	"ENSG00000143093.10"	"STRIP1"	chr1	+	110591733	110593031	110592964	110593031	110590393	110590491	10121	30,48	0,0	42,27	3,3	197	99	0.0785532383955	1.0	1.0,1.0	0.876,0.819	0.153
10123	"ENSG00000178149.12"	"DALRD3"	chr3	-	49053405	49053537	49053405	49053493	49053590	49053773	10123	13,33	6,9	1,2	1,1	142	99	0.388533457403	1.0	0.602,0.719	0.411,0.582	0.164
10124	"ENSG00000178149.12"	"DALRD3"	chr3	-	49053405	49053537	49053405	49053519	49053590	49053773	10124	3,3	11,35	0,0	1,2	116	99	1	1.0	0.189,0.068	0.0,0.0	0.129
10125	"ENSG00000178149.12"	"DALRD3"	chr3	-	49053405	49053519	49053405	49053493	49053590	49053773	10125	19,19	12,9	24,14	8,5	124	99	0.284519039538	1.0	0.558,0.628	0.705,0.691	-0.105
10129	"ENSG00000011021.17"	"CLCN6"	chr1	+	11893571	11893695	11893661	11893695	11889252	11889379	10129	13,73	0,2	31,25	1,0	188	99	1	1.0	1.0,0.951	0.942,1.0	0.005
1012	"ENSG00000203995.5"	"ZYG11A"	chr1	+	53346269	53346501	53346272	53346501	53343353	53343515	1012	1,0	3,0	1,0	1,0	101	99	1	1.0	0.246,NA	0.495,NA	-0.249
10133	"ENSG00000011021.17"	"CLCN6"	chr1	+	11897399	11897556	11897433	11897556	11897055	11897213	10133	58,51	6,7	50,35	5,4	132	99	0.89506353894	1.0	0.879,0.845	0.882,0.868	-0.013
10134	"ENSG00000120451.6"	"SNX19"	chr11	-	130775847	130776028	130775847	130775977	130776519	130776616	10134	96,89	1,2	126,92	2,1	149	99	0.7872356999	1.0	0.985,0.967	0.977,0.984	-0.004
10135	"ENSG00000239900.7"	"ADSL"	chr22	+	40757091	40757346	40757276	40757346	40756405	40756496	10135	1,2	180,185	2,1	195,158	197	99	1	1.0	0.003,0.005	0.005,0.003	0.0
10136	"ENSG00000134480.9"	"CCNH"	chr5	-	86703792	86704003	86703792	86703823	86705106	86705180	10136	310,344	2,0	307,270	1,0	197	99	0.840766579949	1.0	0.987,1.0	0.994,1.0	-0.003
10137	"ENSG00000134480.9"	"CCNH"	chr5	-	86703792	86704003	86703792	86703952	86705106	86705180	10137	55,492	0,3	181,226	0,1	149	99	1	1.0	1.0,0.991	1.0,0.993	-0.001
1013	"ENSG00000203995.5"	"ZYG11A"	chr1	+	53347142	53347337	53347257	53347337	53346272	53346501	1013	3,11	0,2	1,1	0,0	197	99	1	1.0	1.0,0.734	1.0,1.0	-0.133
10140	"ENSG00000075292.14"	"ZNF638"	chr2	+	71627227	71627310	71627241	71627310	71626688	71626775	10140	0,2	16,90	0,0	32,36	112	99	0.915314737629	1.0	0.0,0.019	0.0,0.0	0.009
10141	"ENSG00000075292.14"	"ZNF638"	chr2	+	71660294	71660413	71660357	71660413	71658456	71658558	10141	106,93	1,0	91,67	1,1	161	99	0.519525634899	1.0	0.985,1.0	0.982,0.976	0.013
10143	"ENSG00000119403.9"	"PHF19"	chr9	-	123624250	123624424	123624250	123624283	123624890	123625304	10143	2,0	2,8	1,1	3,3	197	99	0.656466087861	1.0	0.334,0.0	0.143,0.143	0.024
10144	"ENSG00000119403.9"	"PHF19"	chr9	-	123636833	123637034	123636833	123637028	123639368	123639466	10144	143,213	0,1	113,153	0,0	104	99	1	1.0	1.0,0.995	1.0,1.0	-0.002
10145	"ENSG00000119403.9"	"PHF19"	chr9	-	123628305	123628503	123628305	123628374	123629147	123629243	10145	19,29	92,124	13,12	72,61	197	99	0.653000003191	1.0	0.094,0.105	0.083,0.09	0.013
10147	"ENSG00000119403.9"	"PHF19"	chr9	-	123627987	123628108	123627987	123628065	123628305	123628503	10147	119,141	0,3	98,80	1,1	141	99	0.959259066813	1.0	1.0,0.971	0.986,0.983	0.001
10148	"ENSG00000119403.9"	"PHF19"	chr9	-	123622367	123622463	123622367	123622434	123623366	123623452	10148	219,248	1,3	177,149	3,2	127	99	0.371479586511	1.0	0.994,0.985	0.979,0.983	0.009
10149	"ENSG00000118900.10"	"UBN1"	chr16	+	4921075	4921302	4921155	4921302	4920844	4920973	10149	2,6	98,103	1,0	64,53	178	99	0.305555894341	1.0	0.011,0.031	0.009,0.0	0.016
1014	"ENSG00000203995.5"	"ZYG11A"	chr1	+	53332174	53332239	53332212	53332239	53329652	53329829	1014	10,14	0,0	11,10	0,1	136	99	1	1.0	1.0,1.0	1.0,0.879	0.06
10151	"ENSG00000139636.11"	"LMBR1L"	chr12	-	49495032	49495106	49495032	49495046	49495254	49495332	10151	11,19	0,0	18,13	2,2	158	99	1	1.0	1.0,1.0	0.849,0.803	0.174
10153	"ENSG00000259522.1"	"RP11-468E2.2"	chr14	-	24652181	24652375	24652181	24652367	24652455	24652592	10153	89,58	4,0	61,49	1,1	106	99	0.933744251563	1.0	0.954,1.0	0.983,0.979	-0.004
10154	"ENSG00000259522.1"	"RP11-468E2.2"	chr14	-	24652455	24652592	24652455	24652561	24652661	24652719	10154	0,1	19,145	1,1	70,63	129	99	0.510218557243	1.0	0.0,0.005	0.011,0.012	-0.009
10157	"ENSG00000140688.12"	"C16orf58"	chr16	-	31504923	31505130	31504923	31505108	31505186	31505257	10157	0,2	247,205	3,2	211,142	120	99	0.359939716731	1.0	0.0,0.008	0.012,0.011	-0.007
10158	"ENSG00000140688.12"	"C16orf58"	chr16	-	31504923	31505130	31504923	31505102	31505186	31505257	10158	227,234	3,5	188,139	1,1	126	99	0.353798938143	1.0	0.983,0.974	0.993,0.991	-0.014
10159	"ENSG00000140688.12"	"C16orf58"	chr16	-	31504923	31505108	31504923	31505102	31505186	31505257	10159	244,249	3,5	191,141	1,1	104	99	0.367899471133	1.0	0.987,0.979	0.995,0.993	-0.011
1015	"ENSG00000198900.5"	"TOP1"	chr20	+	39726854	39726977	39726914	39726977	39725859	39725981	1015	162,557	0,2	411,342	1,1	158	99	1	1.0	1.0,0.994	0.996,0.995	0.001
10161	"ENSG00000140307.6"	"GTF2A2"	chr15	-	59942867	59942972	59942867	59942963	59944404	59944525	10161	492,500	37,14	554,450	31,20	107	99	1	1.0	0.925,0.971	0.943,0.954	-0.0
10164	"ENSG00000162298.12"	"SYVN1"	chr11	-	64897473	64897647	64897473	64897644	64897722	64897851	10164	26,40	34,43	31,19	30,16	101	99	0.401553448082	1.0	0.428,0.477	0.503,0.538	-0.068
10165	"ENSG00000162298.12"	"SYVN1"	chr11	-	64896143	64896308	64896143	64896262	64897200	64897387	10165	32,33	2,1	25,13	2,1	144	99	0.461508427425	1.0	0.917,0.958	0.896,0.899	0.04
10167	"ENSG00000243554.1"	"AC004967.7"	chr7	-	97599081	97599174	97599081	97599157	97601446	97601566	10167	0,2	1,8	0,0	6,6	115	99	1	1.0	0.0,0.177	0.0,0.0	0.088
10168	"ENSG00000055483.15"	"USP36"	chr17	-	76791734	76793984	76791734	76793961	76794481	76794633	10168	16,16	9,6	12,9	9,5	121	99	0.500397822308	1.0	0.593,0.686	0.522,0.596	0.081
10169	"ENSG00000055483.15"	"USP36"	chr17	-	76802237	76802402	76802237	76802368	76803040	76803718	10169	2,0	134,69	5,3	116,93	132	99	0.132052286497	1.0	0.011,0.0	0.031,0.024	-0.022
1016	"ENSG00000188529.10"	"SRSF10"	chr1	-	24298062	24298116	24298062	24298113	24298339	24298502	1016	213,175	71,86	181,154	57,46	101	99	0.143362671167	1.0	0.746,0.666	0.757,0.766	-0.056
10170	"ENSG00000047579.15"	"DTNBP1"	chr6	-	15651543	15651639	15651543	15651594	15652317	15652371	10170	2,0	18,12	1,1	12,9	143	99	0.625037321685	1.0	0.071,0.0	0.055,0.071	-0.028
10173	"ENSG00000197498.8"	"RPF2"	chr6	+	111306183	111306341	111306208	111306341	111303217	111303332	10173	5,0	1033,624	2,2	1099,1052	123	99	1	1.0	0.004,0.0	0.001,0.002	0.001
10176	"ENSG00000153234.9"	"NR4A2"	chr2	-	157182661	157182786	157182661	157182719	157183229	157183432	10176	0,2	1,0	2,2	1,1	165	99	0.491373852361	1.0	0.0,1.0	0.545,0.545	-0.045
10177	"ENSG00000153234.9"	"NR4A2"	chr2	-	157182661	157182840	157182661	157182719	157183229	157183432	10177	5,6	2,2	9,6	3,1	197	99	0.815524430167	1.0	0.557,0.601	0.601,0.751	-0.097
